89.38.102.0,89.38.103.255,512,26/07/26,NGSAS NedaGostarSaba
89.38.184.0,89.38.191.255,2048,26/07/26,Iran Telecommunication Company PJS
89.38.192.0,89.38.199.255,2048,26/07/26,Iran Telecommunication Company PJS
89.38.242.0,89.38.243.255,512,26/07/26,NGSAS NedaGostarSaba
89.38.244.0,89.38.247.255,1024,26/07/26,Iran Telecommunication Company PJS
89.39.8.0,89.39.11.255,1024,26/07/26,Iran Telecommunication Company PJS
89.39.186.0,89.39.187.255,512,26/07/26,NGSAS NedaGostarSaba
89.40.35.0,89.40.35.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
89.40.78.0,89.40.79.255,512,26/07/26,NGSAS NedaGostarSaba
89.40.90.0,89.40.91.255,512,26/07/26,NGSAS NedaGostarSaba
89.40.106.0,89.40.107.255,512,26/07/26,NGSAS NedaGostarSaba
89.40.128.0,89.40.129.255,512,26/07/26,NGSAS NedaGostarSaba
89.40.152.0,89.40.159.255,2048,26/07/26,Iran Telecommunication Company PJS
89.40.240.0,89.40.255.255,4096,29/11/05,Iran Telecommunication Company PJS
89.41.8.0,89.41.15.255,2048,26/07/26,NGSAS NedaGostarSaba
89.41.16.0,89.41.23.255,2048,26/07/26,NGSAS NedaGostarSaba
89.41.32.0,89.41.33.255,512,26/07/26,NGSAS NedaGostarSaba
89.41.40.0,89.41.43.255,1024,26/07/26,Asiatech Data Transmission company
89.41.192.0,89.41.223.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.41.240.0,89.41.247.255,2048,26/07/26,NGSAS NedaGostarSaba
89.42.32.0,89.42.33.255,512,26/07/26,NGSAS NedaGostarSaba
89.42.68.0,89.42.69.255,512,26/07/26,NGSAS NedaGostarSaba
89.42.96.0,89.42.103.255,2048,26/07/26,Iran Telecommunication Company PJS
89.42.150.0,89.42.151.255,512,26/07/26,NGSAS NedaGostarSaba
89.42.184.0,89.42.191.255,2048,26/07/26,Iran Telecommunication Company PJS
89.42.197.0,89.42.197.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
89.42.198.0,89.42.198.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
89.42.228.0,89.42.229.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.0.0,89.43.15.255,4096,29/11/05,Mobin Net Communication Company (Private Joint Stock)
89.43.36.0,89.43.37.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.70.0,89.43.71.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.88.0,89.43.95.255,2048,26/07/26,NGSAS NedaGostarSaba
89.43.96.0,89.43.103.255,2048,26/07/26,NGSAS NedaGostarSaba
89.43.144.0,89.43.151.255,2048,26/07/26,Iran Telecommunication Company PJS
89.43.182.0,89.43.183.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.188.0,89.43.189.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.204.0,89.43.205.255,512,26/07/26,NGSAS NedaGostarSaba
89.43.216.0,89.43.223.255,2048,26/07/26,Iran Telecommunication Company PJS
89.43.224.0,89.43.231.255,2048,26/07/26,Iran Telecommunication Company PJS
89.44.128.0,89.44.135.255,2048,26/07/26,Iran Telecommunication Company PJS
89.44.146.0,89.44.147.255,512,26/07/26,NGSAS NedaGostarSaba
89.44.176.0,89.44.183.255,2048,26/07/26,Iran Telecommunication Company PJS
89.44.190.0,89.44.191.255,512,26/07/26,NGSAS NedaGostarSaba
89.44.202.0,89.44.203.255,512,26/07/26,NGSAS NedaGostarSaba
89.45.48.0,89.45.63.255,4096,29/11/05,Mobile Communication Company of Iran PLC
89.45.80.0,89.45.81.255,512,26/07/26,NGSAS NedaGostarSaba
89.45.112.0,89.45.119.255,2048,26/07/26,Iran Telecommunication Company PJS
89.45.152.0,89.45.159.255,2048,26/07/26,Iran Telecommunication Company PJS
89.45.230.0,89.45.231.255,512,26/07/26,NGSAS NedaGostarSaba
89.46.44.0,89.46.45.255,512,26/07/26,NGSAS NedaGostarSaba
89.46.60.0,89.46.61.255,512,26/07/26,NGSAS NedaGostarSaba
89.46.94.0,89.46.95.255,512,26/07/26,NGSAS NedaGostarSaba
89.46.184.0,89.46.191.255,2048,26/07/26,Iran Telecommunication Company PJS
89.46.217.0,89.46.217.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
89.47.64.0,89.47.79.255,4096,29/11/05,"Rightel Communication Service Company PJS"
89.47.128.0,89.47.159.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.47.196.0,89.47.196.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
89.47.199.0,89.47.199.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
89.47.203.0,89.47.203.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
89.144.128.0,89.144.191.255,16384,27/01/06,ANDISHE SABZ KHAZAR CO. P.J.S.
89.165.0.0,89.165.127.255,32768,01/03/06,Parvaresh Dadeha Co. Private Joint Stock
89.196.0.0,89.196.255.255,65536,06/04/06,Mobile Communication Company of Iran PLC
89.198.0.0,89.198.127.255,32768,06/04/06,Mobile Communication Company of Iran PLC
89.198.128.0,89.198.255.255,32768,06/04/06,Mobile Communication Company of Iran PLC
89.199.0.0,89.199.255.255,65536,06/04/06,Mobile Communication Company of Iran PLC
89.219.64.0,89.219.127.255,16384,05/07/06,Iran Telecommunication Company PJS
89.219.192.0,89.219.255.255,16384,05/07/06,Iran Telecommunication Company PJS
89.221.80.0,89.221.95.255,4096,29/09/06,Dade Samane Fanava Company (PJS)
89.235.68.0,89.235.71.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
89.235.72.0,89.235.75.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
89.235.76.0,89.235.77.255,512,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
89.235.80.0,89.235.95.255,4096,30/05/06,Iran Telecommunication Company PJS
89.235.96.0,89.235.99.255,1024,26/07/26,Asiatech Data Transmission company
89.235.102.0,89.235.103.255,512,26/07/26,Iran Telecommunication Company PJS
89.235.104.0,89.235.111.255,2048,26/07/26,Iran Telecommunication Company PJS
89.235.112.0,89.235.127.255,4096,30/05/06,Iran Telecommunication Company PJS
91.92.104.0,91.92.104.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.114.0,91.92.114.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.121.0,91.92.121.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.122.0,91.92.123.255,512,26/07/26,Iran Telecommunication Company PJS
91.92.124.0,91.92.127.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.129.0,91.92.129.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.130.0,91.92.131.255,512,26/07/26,Iran Telecommunication Company PJS
91.92.132.0,91.92.135.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.145.0,91.92.145.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.146.0,91.92.147.255,512,26/07/26,Iran Telecommunication Company PJS
91.92.148.0,91.92.151.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.156.0,91.92.159.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.164.0,91.92.167.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.180.0,91.92.183.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.184.0,91.92.191.255,2048,26/07/26,Iran Telecommunication Company PJS
91.92.192.0,91.92.193.255,512,26/07/26,Iran Telecommunication Company PJS
91.92.204.0,91.92.207.255,1024,26/07/26,Iran Telecommunication Company PJS
91.92.208.0,91.92.215.255,2048,26/07/26,Iran Telecommunication Company PJS
91.92.228.0,91.92.229.255,512,26/07/26,Iran Telecommunication Company PJS
91.92.231.0,91.92.231.255,256,26/07/26,Iran Telecommunication Company PJS
91.92.236.0,91.92.239.255,1024,26/07/26,Iran Telecommunication Company PJS
91.98.0.0,91.98.255.255,65536,11/09/06,Pars Online PJS
91.106.64.0,91.106.95.255,8192,21/06/12,PJSC "Badr Rayan Jonoob"
91.108.128.0,91.108.159.255,8192,15/06/12,Rayaneh Gostar Farzanegan Ahwaz Company LTD.
91.109.104.0,91.109.111.255,2048,26/07/26,Iran Telecommunication Company PJS
91.133.128.0,91.133.255.255,32768,30/10/06,Mobile Communication Company of Iran PLC
91.147.64.0,91.147.79.255,4096,27/10/06,Iran Telecommunication Company PJS
91.184.64.0,91.184.79.255,4096,11/10/06,Farabord Dadeh Haye Iranian Co.
91.184.80.0,91.184.95.255,4096,11/10/06,Datak Company LLC
91.185.128.0,91.185.159.255,8192,25/10/06,Iran Telecommunication Company PJS
91.186.192.0,91.186.223.255,8192,10/11/06,Raya Sepehr Vira Data Processing Company Ltd.
91.190.88.0,91.190.95.255,2048,26/07/26,Iran Telecommunication Company PJS
91.198.110.0,91.198.110.255,256,26/07/26,Respina Networks & Beyond PJSC
91.199.43.0,91.199.43.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.206.171.0,91.206.171.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.207.18.0,91.207.18.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.207.205.0,91.207.205.255,256,26/07/26,Asiatech Data Transmission company
91.209.183.0,91.209.183.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
91.209.184.0,91.209.184.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
91.209.186.0,91.209.186.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
91.209.242.0,91.209.242.255,256,26/07/26,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
91.212.174.0,91.212.174.255,256,26/07/26,Vandad Vira Hooman LLC
91.212.232.0,91.212.232.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.213.167.0,91.213.167.255,256,26/07/26,Hesabgar Pardaz Gharb PJSC
91.213.172.0,91.213.172.255,256,26/07/26,Hesabgar Pardaz Gharb PJSC
91.216.4.0,91.216.4.255,256,26/07/26,Respina Networks & Beyond PJSC
91.216.217.0,91.216.217.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.222.204.0,91.222.207.255,1024,26/07/26,Iran Telecommunication Company PJS
91.223.61.0,91.223.61.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.223.187.0,91.223.187.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.225.52.0,91.225.52.255,256,26/07/26,IRIB (Islamic Republic of Iran Broadcasting)
91.227.84.0,91.227.87.255,1024,26/07/26,Iran Telecommunication Company PJS
91.229.214.0,91.229.215.255,512,26/07/26,Rightel Communication Service Company PJS
91.230.32.0,91.230.32.255,256,26/07/26,Asmanfaraz Sepahan Company (P.J.S)
91.232.73.0,91.232.73.255,256,26/07/26,Parsan Lin Co. PJS
91.234.38.0,91.234.38.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.234.39.0,91.234.39.255,256,26/07/26,Vandad Vira Hooman LLC
91.236.168.0,91.236.169.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
91.237.255.0,91.237.255.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
91.238.0.0,91.238.0.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
91.239.59.0,91.239.59.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
91.239.210.0,91.239.210.255,256,26/07/26,Khalij Fars Ettela Resan LTD
91.240.95.0,91.240.95.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
91.243.160.0,91.243.175.255,4096,07/08/12,
91.244.120.0,91.244.123.255,1024,26/07/26,Iran Telecommunication Company PJS
91.247.171.0,91.247.171.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
91.250.224.0,91.250.239.255,4096,14/09/12,Iran Telecommunication Company PJS
91.251.0.0,91.251.255.255,65536,14/09/12,Mobile Communication Company of Iran PLC
92.42.48.0,92.42.55.255,2048,26/07/26,Iran Cell Service and Communication Company
92.43.160.0,92.43.163.255,1024,26/07/26,Iran Telecommunication Company PJS
92.61.184.0,92.61.191.255,2048,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
92.114.16.0,92.114.31.255,4096,15/10/07,Mobin Net Communication Company (Private Joint Stock)
92.114.48.0,92.114.49.255,512,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
92.114.64.0,92.114.79.255,4096,15/10/07,"Rightel Communication Service Company PJS"
92.119.68.0,92.119.71.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
92.242.192.0,92.242.223.255,8192,08/01/08,Respina Networks & Beyond PJSC
92.246.144.0,92.246.147.255,1024,26/07/26,Iran Telecommunication Company PJS
92.246.156.0,92.246.159.255,1024,26/07/26,Iran Telecommunication Company PJS
93.88.64.0,93.88.71.255,2048,26/07/26,Iran Telecommunication Company PJS
93.110.0.0,93.110.255.255,65536,24/04/08,Mobile Communication Company of Iran PLC
93.113.224.0,93.113.239.255,4096,21/12/07,Afranet
93.114.16.0,93.114.31.255,4096,21/12/07,"Rightel Communication Service Company PJS"
93.114.104.0,93.114.111.255,2048,26/07/26,Iran Telecommunication Company PJS
93.115.120.0,93.115.127.255,2048,26/07/26,Iran Telecommunication Company PJS
93.115.144.0,93.115.151.255,2048,26/07/26,Asiatech Data Transmission company
93.115.216.0,93.115.223.255,2048,26/07/26,Iran Telecommunication Company PJS
93.115.224.0,93.115.239.255,4096,21/12/07,Iran Telecommunication Company PJS
93.117.0.0,93.117.31.255,8192,21/12/07,Iran Telecommunication Company PJS
93.117.32.0,93.117.47.255,4096,21/12/07,Iran Telecommunication Company PJS
93.117.96.0,93.117.127.255,8192,21/12/07,Iran Telecommunication Company PJS
93.117.176.0,93.117.191.255,4096,21/12/07,Mobile Communication Company of Iran PLC
93.118.96.0,93.118.127.255,8192,21/12/07,Iran Telecommunication Company PJS
93.118.128.0,93.118.159.255,8192,21/12/07,Iran Telecommunication Company PJS
93.118.160.0,93.118.175.255,4096,21/12/07,Iran Telecommunication Company PJS
93.118.180.0,93.118.183.255,1024,26/07/26,Asiatech Data Transmission company
93.118.184.0,93.118.187.255,1024,26/07/26,Iran Telecommunication Company PJS
93.119.32.0,93.119.63.255,8192,21/12/07,Iran Telecommunication Company PJS
93.119.64.0,93.119.95.255,8192,21/12/07,Iran Telecommunication Company PJS
93.119.208.0,93.119.223.255,4096,21/12/07,Mobile Communication Company of Iran PLC
93.126.0.0,93.126.63.255,16384,09/07/08,
94.24.0.0,94.24.15.255,4096,02/06/08,"Rightel Communication Service Company PJS"
94.24.16.0,94.24.23.255,2048,26/07/26,Rightel Communication Service Company PJS
94.24.80.0,94.24.95.255,4096,02/06/08,"Rightel Communication Service Company PJS"
94.24.96.0,94.24.103.255,2048,26/07/26,Rightel Communication Service Company PJS
94.74.128.0,94.74.191.255,16384,14/07/08,Farahoosh Dena PLC
94.101.128.0,94.101.143.255,4096,15/08/08,Mobin Net Communication Company (Private Joint Stock)
94.101.176.0,94.101.191.255,4096,21/08/08,Noyan Abr Arvan Co. ( Private Joint Stock)
94.101.240.0,94.101.255.255,4096,26/08/08,Mobile Communication Company of Iran PLC
94.139.160.0,94.139.175.255,4096,26/11/08,Farabord Dadeh Haye Iranian Co.
94.139.176.0,94.139.191.255,4096,26/11/08,Datak Company LLC
94.176.8.0,94.176.15.255,2048,26/07/26,Iran Telecommunication Company PJS
94.176.32.0,94.176.39.255,2048,26/07/26,NGSAS NedaGostarSaba
94.177.72.0,94.177.79.255,2048,26/07/26,NGSAS NedaGostarSaba
94.182.0.0,94.183.255.255,131072,17/09/08,Aria Shatel Company Ltd
94.184.0.0,94.184.127.255,32768,11/08/08,Institute for Research in Fundamental Sciences
94.184.128.0,94.184.255.255,32768,15/07/09,Institute for Research in Fundamental Sciences
94.199.0.0,94.199.0.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
94.241.128.0,94.241.191.255,16384,30/09/08,Raya Sepehr Vira Data Processing Company Ltd.
95.38.0.0,95.38.255.255,65536,11/12/08,Fanava Group
95.64.0.0,95.64.127.255,32768,23/10/08,Mobile Communication Company of Iran PLC
95.80.128.0,95.80.191.255,16384,25/11/08,Bozorg Net-e Aria
95.81.64.0,95.81.127.255,16384,04/06/09,Hamara System Tabriz Engineering Company
95.128.155.0,95.128.155.255,256,26/07/26,Respina Networks & Beyond PJSC
95.130.56.0,95.130.63.255,2048,26/07/26,Khalij Fars Ettela Resan LTD
95.130.225.0,95.130.225.255,256,26/07/26,Pooya Parto Qeshm Cooperative Company
95.142.224.0,95.142.239.255,4096,11/08/09,Armaghan Rahe Talaie
95.156.236.0,95.156.237.255,512,26/07/26,Parsan Lin Co. PJS
95.156.252.0,95.156.255.255,1024,26/07/26,Parsan Lin Co. PJS
95.162.0.0,95.162.255.255,65536,24/12/08,"Rightel Communication Service Company PJS"
95.215.162.0,95.215.163.255,512,26/07/26,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
103.111.69.0,103.111.69.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
103.111.71.0,103.111.71.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
103.132.228.0,103.132.228.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
103.217.124.0,103.217.127.255,1024,26/07/26,Mobin Net Communication Company (Private Joint Stock)
109.70.76.0,109.70.77.255,512,26/07/26,Web Dadeh Paydar Co (Ltd)
109.70.78.0,109.70.78.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
109.72.192.0,109.72.207.255,4096,21/09/09,khalij fars Ettela Resan Company J.S.
109.74.224.0,109.74.239.255,4096,12/11/09,Iran Telecommunication Company PJS
109.108.160.0,109.108.191.255,8192,29/10/09,Mobile Communication Company of Iran PLC
109.109.32.0,109.109.63.255,8192,03/11/09,ANDISHE SABZ KHAZAR CO. P.J.S.
109.110.160.0,109.110.191.255,8192,23/11/09,Shabdiz Telecom Network PJSC
109.122.224.0,109.122.239.255,4096,01/10/09,Asiatech Data Transmission company
109.122.240.0,109.122.255.255,4096,01/10/09,MIHAN COMMUNICATION SYSTEMS CO.,LTD
109.125.128.0,109.125.159.255,8192,12/11/09,Pishgaman Tejarat Sayar Company (Private Joint Stock)
109.125.160.0,109.125.191.255,8192,12/11/09,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
109.162.128.0,109.162.255.255,32768,25/03/10,Datak Company LLC
109.201.0.0,109.201.31.255,8192,11/02/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
109.203.128.0,109.203.159.255,8192,05/03/10,Mobile Communication Company of Iran PLC
109.203.160.0,109.203.191.255,8192,31/03/10,Farahoosh Dena PLC
109.225.128.0,109.225.191.255,16384,20/01/10,Mobile Communication Company of Iran PLC
109.230.64.0,109.230.95.255,8192,17/02/10,Boomerang Rayaneh
109.230.200.0,109.230.200.255,256,26/07/26,Parsan Lin Co. PJS
109.230.204.0,109.230.204.255,256,26/07/26,Parsan Lin Co. PJS
109.230.205.0,109.230.205.255,256,26/07/26,Parsan Lin Co. PJS
109.230.206.0,109.230.206.255,256,26/07/26,Parsan Lin Co. PJS
109.230.207.0,109.230.207.255,256,26/07/26,Parsan Lin Co. PJS
109.230.221.0,109.230.221.255,256,26/07/26,Parsan Lin Co. PJS
109.230.223.0,109.230.223.255,256,26/07/26,Parsan Lin Co. PJS
109.230.242.0,109.230.242.255,256,26/07/26,Parsan Lin Co. PJS
109.232.6.0,109.232.7.255,512,26/07/26,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
109.238.176.0,109.238.191.255,4096,26/01/10,khalij fars Ettela Resan Company J.S.
109.239.0.0,109.239.15.255,4096,29/01/10,Mehvar Machine
113.203.0.0,113.203.127.255,32768,28/11/08,Mobile Communication Company of Iran PLC
128.0.105.0,128.0.105.255,256,26/07/26,AbrArvan CDN and IaaS
128.65.160.0,128.65.175.255,4096,07/10/11,Shabakeh Gostar Dorna Cooperative Co.
128.65.176.0,128.65.191.255,4096,07/10/11,Asiatech Data Transmission company
130.185.72.0,130.185.79.255,2048,26/07/26,Vandad Vira Hooman LLC
130.255.192.0,130.255.255.255,16384,31/10/11,Mobile Communication Company of Iran PLC
134.255.200.0,134.255.203.255,1024,26/07/26,Parsan Lin Co. PJS
134.255.204.0,134.255.205.255,512,26/07/26,Parsan Lin Co. PJS
134.255.207.0,134.255.207.255,256,26/07/26,Parsan Lin Co. PJS
146.19.212.0,146.19.212.255,256,26/07/26,Vandad Vira Hooman LLC
148.253.227.0,148.253.227.255,256,26/07/26,Asiatech Data Transmission company
151.232.0.0,151.235.255.255,262144,13/08/12,Iran Telecommunication Company PJS
151.238.0.0,151.239.255.255,131072,15/08/12,Aria Shatel Company Ltd
151.240.0.0,151.247.255.255,524288,15/08/12,Aria Shatel Company Ltd
152.89.12.0,152.89.15.255,1024,26/07/26,Sharif University Of Technology
152.89.45.0,152.89.45.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
152.89.46.0,152.89.47.255,512,26/07/26,Sefroyek Pardaz Engineering PJSC
153.51.0.0,153.51.31.255,8192,26/07/26,Mobin Net Communication Company (Private Joint Stock)
153.51.128.0,153.51.159.255,8192,26/07/26,Mobin Net Communication Company (Private Joint Stock)
158.58.0.0,158.58.127.255,32768,08/11/11,Mobile Communication Company of Iran PLC
158.255.78.0,158.255.78.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
159.20.96.0,159.20.111.255,4096,14/09/11,ANDISHE SABZ KHAZAR CO. P.J.S.
164.138.128.0,164.138.191.255,16384,19/03/12,Mobile Communication Company of Iran PLC
164.138.203.0,164.138.203.255,256,26/07/26,Pooya Parto Qeshm Cooperative Company
164.138.204.0,164.138.204.255,256,26/07/26,Khalij Fars Ettela Resan LTD
164.215.128.0,164.215.255.255,32768,25/11/11,Fanava Group
171.22.24.0,171.22.27.255,1024,26/07/26,Vandad Vira Hooman LLC
172.80.128.0,172.80.255.255,32768,05/07/15,Mobile Communication Company of Iran PLC
176.10.95.0,176.10.95.255,256,26/07/26,Cooperative Afra ertebatat-e-sabet-e Rasa Co
176.12.64.0,176.12.79.255,4096,18/05/11,ANDISHE SABZ KHAZAR CO. P.J.S.
176.46.128.0,176.46.159.255,8192,25/05/11,Farahoosh Dena PLC
176.65.160.0,176.65.191.255,8192,10/06/11,Iran Telecommunication Company PJS
176.65.192.0,176.65.223.255,8192,10/06/11,Mobile Communication Company of Iran PLC
176.65.224.0,176.65.239.255,4096,10/06/11,Iran Telecommunication Company PJS
176.65.240.0,176.65.243.255,1024,26/07/26,Asiatech Data Transmission company
176.65.244.0,176.65.247.255,1024,26/07/26,Iran Telecommunication Company PJS
176.65.248.0,176.65.251.255,1024,26/07/26,Iran Telecommunication Company PJS
176.65.252.0,176.65.255.255,1024,26/07/26,Asiatech Data Transmission company
176.67.64.0,176.67.79.255,4096,10/06/11,khalij fars Ettela Resan Company J.S.
176.101.32.0,176.101.47.255,4096,03/11/11,
176.102.224.0,176.102.255.255,8192,29/11/11,
176.120.16.0,176.120.16.255,256,26/07/26,Vandad Vira Hooman LLC
176.120.19.0,176.120.19.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
176.123.64.0,176.123.127.255,16384,27/07/12,
176.126.223.0,176.126.223.255,256,26/07/26,Mobin Net Communication Company (Private Joint Stock)
176.221.64.0,176.221.64.255,256,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
176.221.65.0,176.221.65.255,256,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
176.221.66.0,176.221.67.255,512,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
176.221.68.0,176.221.71.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
176.223.80.0,176.223.87.255,2048,26/07/26,Iran Telecommunication Company PJS
178.22.120.0,178.22.127.255,2048,26/07/26,Asiatech Data Transmission company
178.131.0.0,178.131.255.255,65536,17/03/10,Mobile Communication Company of Iran PLC
178.169.0.0,178.169.31.255,8192,26/03/10,Pars Online PJS
178.173.128.0,178.173.191.255,16384,19/04/10,Shiraz Hamyar Co.
178.173.192.0,178.173.223.255,8192,19/04/10,Shiraz Hamyar Co.
178.215.0.0,178.215.63.255,16384,28/06/10,
178.216.248.0,178.216.251.255,1024,26/07/26,Asiatech Data Transmission company
178.219.224.0,178.219.239.255,4096,28/06/10,
178.236.96.0,178.236.111.255,4096,02/06/10,Iran Telecommunication Company PJS
178.238.192.0,178.238.207.255,4096,26/07/10,Iran Telecommunication Company PJS
178.239.144.0,178.239.159.255,4096,31/08/10,Toloe Rayaneh Loghman Educational and Cultural Co.
178.248.40.0,178.248.47.255,2048,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
178.252.128.0,178.252.191.255,16384,27/05/10,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
178.253.0.0,178.253.63.255,16384,01/06/10,Raya Sepehr Vira Data Processing Company Ltd.
185.3.125.0,185.3.125.255,256,26/07/26,Afranet
185.3.126.0,185.3.127.255,512,26/07/26,Afranet
185.4.16.0,185.4.19.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.5.156.0,185.5.159.255,1024,26/07/26,Mobile Communication Company of Iran PLC
185.7.212.0,185.7.212.255,256,26/07/26,Vandad Vira Hooman LLC
185.8.172.0,185.8.175.255,1024,26/07/26,Vandad Vira Hooman LLC
185.10.71.0,185.10.71.255,256,26/07/26,Parsan Lin Co. PJS
185.11.176.0,185.11.179.255,1024,26/07/26,Khalij Fars Ettela Resan LTD
185.12.60.0,185.12.61.255,512,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.12.62.0,185.12.62.255,256,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.12.63.0,185.12.63.255,256,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.13.228.0,185.13.231.255,1024,26/07/26,Parsan Lin Co. PJS
185.14.160.0,185.14.163.255,1024,26/07/26,Respina Networks & Beyond PJSC
185.18.212.0,185.18.215.255,1024,26/07/26,Sefroyek Pardaz Engineering PJSC
185.19.201.0,185.19.201.255,256,26/07/26,Vandad Vira Hooman LLC
185.20.161.0,185.20.161.255,256,26/07/26,Fanava Group
185.20.162.0,185.20.163.255,512,26/07/26,Fanava Group
185.21.68.0,185.21.71.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.21.76.0,185.21.79.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.22.29.0,185.22.29.255,256,26/07/26,Mobile Communication Company of Iran PLC
185.22.30.0,185.22.31.255,512,26/07/26,Mobin Net Communication Company (Private Joint Stock)
185.24.136.0,185.24.136.255,256,26/07/26,Rightel Communication Service Company PJS
185.26.232.0,185.26.235.255,1024,26/07/26,PJSC Badr Rayan Jonoob
185.27.44.0,185.27.45.255,512,26/07/26,Web Dadeh Paydar Co (Ltd)
185.30.76.0,185.30.79.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.31.8.0,185.31.8.255,256,26/07/26,Web Dadeh Paydar Co (Ltd)
185.36.228.0,185.36.228.255,256,26/07/26,Sefroyek Pardaz Engineering PJSC
185.40.240.0,185.40.243.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.45.188.0,185.45.191.255,1024,26/07/26,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
185.46.108.0,185.46.111.255,1024,26/07/26,Pooya Parto Qeshm Cooperative Company
